"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 22 13:34:05 GMT 2021","Sun Aug 22 13:34:07 GMT 2021","2051","test","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Sun Aug 22 13:34:14 GMT 2021","Sun Aug 22 13:34:16 GMT 2021","2358","test","test_conduit","TestConduit","","","test_new_article",""
"passed","Sun Aug 22 13:34:38 GMT 2021","Sun Aug 22 13:34:40 GMT 2021","2594","test","test_conduit","TestConduit","","","test_save_article_to_file",""
"passed","Sun Aug 22 13:34:42 GMT 2021","Sun Aug 22 13:34:43 GMT 2021","892","test","test_conduit","TestConduit","","","test_article_list",""
"passed","Sun Aug 22 13:34:11 GMT 2021","Sun Aug 22 13:34:12 GMT 2021","829","test","test_conduit","TestConduit","","","test_sign_out",""
"passed","Sun Aug 22 13:34:44 GMT 2021","Sun Aug 22 13:34:45 GMT 2021","951","test","test_conduit","TestConduit","","","test_listing_article_titles_to_file",""
"passed","Sun Aug 22 13:34:46 GMT 2021","Sun Aug 22 13:34:49 GMT 2021","3003","test","test_conduit","TestConduit","","","test_editing_user_img",""
"passed","Sun Aug 22 13:34:02 GMT 2021","Sun Aug 22 13:34:05 GMT 2021","2390","test","test_conduit","TestConduit","","","test_registration",""
"passed","Sun Aug 22 13:34:18 GMT 2021","Sun Aug 22 13:34:31 GMT 2021","13654","test","test_conduit","TestConduit","","","test_creating_comment",""
"passed","Sun Aug 22 13:34:09 GMT 2021","Sun Aug 22 13:34:10 GMT 2021","763","test","test_conduit","TestConduit","","","test_sign_in",""
"passed","Sun Aug 22 13:34:33 GMT 2021","Sun Aug 22 13:34:36 GMT 2021","3152","test","test_conduit","TestConduit","","","test_delete_comment",""
