"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Aug 08 18:02:18 GMT 2021","Sun Aug 08 18:02:18 GMT 2021","0","test","test_conduit","TestConduit","","","test_edit_article",""
"broken","Sun Aug 08 18:02:18 GMT 2021","Sun Aug 08 18:02:18 GMT 2021","0","test","test_conduit","TestConduit","","","test_creating_comment",""
"broken","Sun Aug 08 18:02:18 GMT 2021","Sun Aug 08 18:02:18 GMT 2021","0","test","test_conduit","TestConduit","","","test_save_article_to_file",""
"broken","Sun Aug 08 18:02:18 GMT 2021","Sun Aug 08 18:02:18 GMT 2021","0","test","test_conduit","TestConduit","","","test_article_list",""
"broken","Sun Aug 08 18:02:18 GMT 2021","Sun Aug 08 18:02:18 GMT 2021","0","test","test_conduit","TestConduit","","","test_sign_out",""
"broken","Sun Aug 08 18:02:17 GMT 2021","Sun Aug 08 18:02:17 GMT 2021","0","test","test_conduit","TestConduit","","","test_registration",""
"broken","Sun Aug 08 18:02:17 GMT 2021","Sun Aug 08 18:02:17 GMT 2021","0","test","test_conduit","TestConduit","","","test_accept_cookies",""
"broken","Sun Aug 08 18:02:18 GMT 2021","Sun Aug 08 18:02:18 GMT 2021","0","test","test_conduit","TestConduit","","","test_new_article",""
"broken","Sun Aug 08 18:02:17 GMT 2021","Sun Aug 08 18:02:17 GMT 2021","0","test","test_conduit","TestConduit","","","test_sign_in",""
"broken","Sun Aug 08 18:02:18 GMT 2021","Sun Aug 08 18:02:18 GMT 2021","0","test","test_conduit","TestConduit","","","test_delete_article",""
